 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
373	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0004-0110	0.140	4430.948	3206	2551	7829	621.836	4224	0.603	-0.332	598178.000	2
374	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0005-0170	1.418	5286.915	2869	2551	16134	7496.566	4782	1.377	2.190	7211352.000	2
375	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0006-0182	1.402	5274.090	2647	2552	13872	7396.141	4766	0.994	0.601	7114748.000	2
376	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0007-0178	0.300	6312.080	4770	2569	14177	1896.339	6031	0.615	-0.464	1824191.000	2
377	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0008-0205	0.695	4758.562	2753	2556	12416	3309.387	4317	1.458	2.170	3183478.000	2
378	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0009-0202	0.196	4570.921	2927	2559	9496	898.072	4069	0.843	-0.100	863904.000	2
379	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0010-0247	0.509	4916.737	2918	2557	10840	2504.487	4704	0.727	-0.022	2409201.000	2
380	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0011-0251	0.121	3765.690	2589	2552	6972	454.097	3483	1.007	0.310	436820.000	2
381	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0012-0264	0.496	4269.476	2617	2555	9594	2117.087	3855	1.208	1.025	2036540.000	2
382	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0013-0280	0.912	5311.292	2582	2553	21682	4842.230	4786	2.324	8.303	4658003.000	2
383	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0014-0287	0.135	4543.685	3056	2555	9726	614.041	4074	1.098	0.532	590679.000	2
384	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0015-0287	0.159	4766.935	4978	2581	9763	758.187	4342	0.703	-0.504	729341.000	2
385	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0016-0322	0.206	4899.116	4282	2573	11195	1008.390	4416	1.167	1.302	970025.000	2
386	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0017-0341	0.437	4646.417	4213	2551	12180	2028.678	4212	1.330	1.877	1951495.000	2
387	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0018-0343	0.127	4418.320	2565	2565	8592	560.354	4175	0.770	-0.222	539035.000	2
388	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0019-0357	0.787	5177.663	4253	2551	11824	4074.510	4753	0.939	0.331	3919491.000	2
389	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0020-0351	0.203	5241.482	3781	2553	12299	1062.513	4615	0.896	0.159	1022089.000	2
390	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0021-0373	0.126	3739.033	3126	2561	6821	470.317	3546	1.058	0.811	452423.000	2
391	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0022-0410	1.168	6424.341	3029	2551	16719	7506.553	5785	0.921	0.345	7220959.000	2
392	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0023-0409	0.109	3487.657	3143	2572	5639	380.688	3211	1.018	0.178	366204.000	2
393	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0024-0411	0.119	5033.535	2563	2563	8748	596.518	4619	0.564	-0.804	573823.000	2
394	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0025-0423	0.172	4545.067	3892	2563	11106	779.596	4085	1.500	2.378	749936.000	2
395	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0001-0081	0.821	4138.276	1998	1747	9641	3398.539	3755	0.793	-0.079	3269238.000	2
396	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0002-0093	0.360	4631.789	3566	1753	9320	1665.983	4414	0.358	-0.862	1602599.000	2
397	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0003-0135	0.526	3398.020	1866	1741	9252	1787.401	3000	1.392	1.858	1719398.000	2
398	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0004-0180	0.119	2859.158	1754	1754	5427	338.835	2796	0.765	0.204	325944.000	2
399	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0005-0195	0.312	3493.067	2474	1755	7171	1089.366	3305	0.553	-0.505	1047920.000	2
400	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0006-0194	0.196	4125.439	2143	1752	9601	810.546	3604	0.878	-0.265	779708.000	2
401	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0007-0211	0.316	3586.569	1747	1742	6782	1133.440	3386	0.432	-0.902	1090317.000	2
402	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0008-0220	0.327	3630.184	1860	1764	8986	1188.735	3158	1.237	1.151	1143508.000	2
403	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0009-0264	0.192	3722.124	2488	1745	8851	715.827	3306	1.235	1.100	688593.000	2
404	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0010-0296	0.304	3483.267	1802	1741	7508	1057.342	3097	1.034	0.387	1017114.000	2
405	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0011-0344	0.156	3480.827	1805	1761	6307	542.774	3371	0.320	-1.169	522124.000	2
406	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0012-0386	0.104	2854.710	2412	1746	5712	296.762	2659	1.252	1.154	285471.000	2
407	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0013-0412	0.162	2892.385	2080	1745	5589	469.058	2622	0.946	-0.058	451212.000	2
408	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0014-0452	0.157	2914.358	1866	1751	5192	457.473	2703	0.673	-0.536	440068.000	2
409	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0015-0459	0.157	2772.967	3243	1760	4423	435.279	2744	0.462	-0.459	418718.000	2
410	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0016-0514	0.735	2969.286	1905	1745	7952	2182.313	2694	1.568	2.837	2099285.000	2
411	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0017-0507	0.228	3508.005	1912	1760	6250	798.638	3409	0.369	-0.775	768253.000	2
412	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0018-0518	0.127	3112.484	3088	1744	5475	394.741	3004	0.430	-0.801	379723.000	2
413	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0019-0524	0.168	3504.630	1768	1746	6567	590.205	3361	0.441	-0.811	567750.000	2
414	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0020-0555	0.124	3300.857	2237	1759	6124	408.338	3191	0.526	-0.597	392802.000	2
415	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0021-0560	0.150	2944.576	2573	1744	6511	440.789	2659	1.380	1.560	424019.000	2
416	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0022-0564	0.137	3080.712	1847	1742	5801	422.737	2840	0.737	-0.374	406654.000	2
417	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0023-0621	0.290	2719.201	2796	1743	4954	788.662	2576	0.862	0.140	758657.000	2
418	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0024-0633	0.139	3002.694	1745	1745	5800	418.275	2754	0.903	0.302	402361.000	2
419	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0025-0648	0.364	3479.966	2374	1775	7283	1266.160	3444	0.631	0.199	1217988.000	2
420	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0026-0664	0.249	3495.683	1946	1741	6565	872.146	3221	0.522	-0.821	838964.000	2
421	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0027-0664	0.152	3165.411	2497	1755	7475	480.428	2931	1.388	1.961	462150.000	2
422	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_07_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0028-0711	0.667	3599.360	3299	1739	7172	2402.182	3398	0.695	-0.130	2310789.000	2
423	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0001-0040	0.186	3837.480	2062	1547	7421	714.077	3776	0.421	-0.394	686909.000	2
424	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0002-0047	0.113	3118.633	1591	1591	5992	353.376	2993	0.490	-0.808	339931.000	2
425	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0003-0064	0.278	3478.416	1611	1549	7405	965.469	3369	0.615	-0.185	928737.000	2
426	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0004-0087	0.793	4026.005	1736	1555	11269	3193.335	3588	1.135	0.865	3071842.000	2
427	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0005-0079	0.131	2429.675	1830	1555	4706	318.247	2204	1.043	0.325	306139.000	2
428	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0006-0102	0.493	4794.338	1562	1550	10191	2362.396	4626	0.394	-0.816	2272516.000	2
429	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0007-0113	0.812	4021.136	1774	1547	9823	3264.716	3643	0.706	-0.248	3140507.000	2
430	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0008-0136	0.296	3714.182	1774	1558	8633	1100.408	3389	0.796	-0.058	1058542.000	2
431	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0009-0147	0.103	2094.081	2042	1547	3129	215.513	2042	0.862	0.124	207314.000	2
432	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0010-0159	0.216	2289.327	2387	1553	3835	495.013	2180	0.738	-0.114	476180.000	2
433	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0011-0169	0.328	2808.706	1698	1548	5406	922.654	2642	0.727	-0.221	887551.000	2
434	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0012-0166	0.228	3600.858	1680	1558	9968	819.777	2720	1.374	1.034	788588.000	2
435	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0013-0183	0.159	2207.020	1614	1549	4387	351.029	2040	1.463	1.927	337674.000	2
436	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0014-0202	1.107	3694.029	2050	1549	10763	4089.739	3317	1.055	0.998	3934141.000	2
437	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0015-0187	0.185	2443.112	1588	1552	3832	452.074	2372	0.374	-0.983	434874.000	2
438	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0016-0196	0.155	2519.423	1815	1552	6537	390.241	2171	1.821	3.075	375394.000	2
439	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0017-0201	0.214	2492.083	1592	1560	5053	533.673	2371	1.081	0.953	513369.000	2
440	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0018-0221	0.447	2516.681	2118	1548	5200	1124.974	2302	0.958	0.384	1082173.000	2
441	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0019-0239	0.952	3404.908	3227	1547	9499	3242.251	3091	1.161	1.390	3118896.000	2
442	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0020-0258	0.180	2075.936	1844	1558	3253	373.341	1969	0.806	-0.276	359137.000	2
443	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0021-0259	0.243	3939.577	1886	1604	9641	958.321	3562	0.887	0.191	921861.000	2
444	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0022-0299	2.012	3340.425	2952	1547	8463	6719.367	3077	0.948	0.596	6463722.000	2
445	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0023-0274	0.124	2174.168	1639	1554	3347	268.959	2093	0.660	-0.553	258726.000	2
446	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0024-0308	0.304	4417.342	1882	1556	9329	1340.879	4301	0.297	-1.169	1289864.000	2
447	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0025-0309	0.277	2623.041	1635	1563	4954	725.325	2595	0.573	0.037	697729.000	2
448	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0026-0317	0.203	2663.272	1589	1555	5035	539.878	2514	0.697	-0.390	519338.000	2
449	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0027-0331	0.101	2795.361	2051	1567	5084	281.874	2591	0.745	-0.451	271150.000	2
450	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0028-0362	0.412	3777.907	2889	1563	7226	1555.221	3719	0.126	-0.954	1496051.000	2
451	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0029-0370	0.337	3205.429	1580	1551	7187	1079.635	2889	0.927	0.040	1038559.000	2
452	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0030-0370	0.136	2415.748	1791	1550	4217	328.979	2193	0.775	-0.441	316463.000	2
453	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0031-0379	0.135	2437.085	1569	1552	4995	329.351	2366	1.245	1.810	316821.000	2
454	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0032-0381	0.122	2268.940	1604	1560	3668	275.965	2144	0.721	-0.511	265466.000	2
455	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0033-0393	0.406	3175.793	1594	1550	7310	1290.846	2858	1.056	0.431	1241735.000	2
456	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0034-0391	0.215	2641.961	1741	1597	6248	568.516	2332	1.469	1.768	546886.000	2
457	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0035-0389	0.175	2266.345	1916	1549	3400	395.805	2224	0.357	-0.849	380746.000	2
458	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0036-0406	0.404	2661.311	2887	1547	6134	1076.195	2431	1.354	1.648	1035250.000	2
459	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0037-0425	0.326	3013.475	2341	1550	6547	983.655	2700	0.938	0.400	946231.000	2
460	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0038-0445	0.376	3034.514	2715	1553	7535	1141.940	2793	1.192	1.499	1098494.000	2
461	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0039-0451	0.301	2692.669	1570	1548	5670	811.758	2388	1.102	0.454	780874.000	2
462	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0040-0452	0.372	3323.388	2688	1550	6795	1236.829	3134	0.459	-0.791	1189773.000	2
463	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0041-0503	0.690	3168.307	2556	1551	8037	2186.961	2823	1.080	0.726	2103756.000	2
464	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0042-0504	0.109	2263.581	1599	1547	4451	247.076	2075	1.405	1.652	237676.000	2
465	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0043-0512	0.334	3577.816	1557	1557	7435	1193.902	3309	0.633	-0.475	1148479.000	2
466	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0044-0509	0.126	2808.901	1667	1561	4802	353.319	2629	0.413	-0.789	339877.000	2
467	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0045-0548	0.262	2653.937	1652	1547	4934	695.243	2562	0.561	-0.368	668792.000	2
468	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0046-0564	0.227	2517.638	1727	1558	4733	570.552	2258	0.989	0.182	548845.000	2
469	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0047-0578	0.132	2308.024	1604	1548	3515	304.712	2176	0.500	-1.053	293119.000	2
470	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_08_Out_Channel Alignment.czi_nucleo_2(15)-1.tif:0048-0586	0.119	2543.789	1826	1549	4429	301.461	2302	0.704	-0.747	289992.000	2
471	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0001-0031	0.117	6222.637	3582	3582	12172	730.968	5621	0.852	-0.077	703158.000	2
472	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0002-0057	0.342	8227.641	4189	3596	18445	2813.954	7300	0.763	-0.430	2706894.000	2
473	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0003-0101	0.175	5423.601	3590	3569	11125	947.202	5076	1.164	1.315	911165.000	2
474	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0004-0122	0.394	7128.409	3919	3555	16891	2808.520	6698	1.086	1.039	2701667.000	2
475	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0005-0123	0.305	8525.536	4058	3583	18308	2596.779	8020	0.571	-0.458	2497982.000	2
476	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0006-0196	0.176	7366.609	5439	3585	16473	1294.196	6558	0.793	-0.025	1244957.000	2
477	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0007-0206	0.233	7593.781	10572	3582	16210	1768.283	7073	0.658	-0.436	1701007.000	2
478	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0008-0207	0.175	8773.911	3561	3561	17422	1532.315	8665	0.308	-0.720	1474017.000	2
479	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0009-0219	0.428	6676.468	3886	3555	19899	2859.497	5776	1.620	2.882	2750705.000	2
480	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0010-0217	0.292	7722.733	3745	3565	16885	2255.916	7477	0.574	-0.167	2170088.000	2
481	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0011-0227	0.383	6510.410	6630	3563	14470	2490.588	5961	1.097	0.735	2395831.000	2
482	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0012-0241	0.255	6780.069	3622	3592	13991	1726.815	6058	0.778	-0.414	1661117.000	2
483	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0013-0262	0.317	7165.833	3817	3567	17166	2272.020	6642	0.938	0.722	2185579.000	2
484	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0014-0286	0.595	7144.762	6892	3581	16483	4248.440	6643	0.824	0.084	4086804.000	2
485	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0015-0305	0.137	8716.947	3597	3597	18868	1196.145	8655	0.491	-0.326	1150637.000	2
486	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0016-0308	0.205	6486.015	4078	3604	13894	1328.281	5814	1.195	0.940	1277745.000	2
487	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0017-0316	0.198	6691.853	3619	3555	13800	1321.739	6050	0.753	-0.257	1271452.000	2
488	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0018-0343	0.462	7261.016	3707	3557	18463	3351.398	6325	1.117	0.663	3223891.000	2
489	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0019-0363	0.506	7028.645	5348	3556	19084	3558.330	6360	1.376	2.144	3422950.000	2
490	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0020-0387	0.426	8738.812	4033	3566	23630	3724.620	7869	0.942	0.608	3582913.000	2
491	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0021-0390	0.275	7197.808	3570	3570	14835	1982.859	6574	0.828	-0.085	1907419.000	2
492	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0022-0437	0.207	5775.724	3579	3579	11621	1194.827	5138	1.080	0.244	1149369.000	2
493	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0023-0435	0.112	6117.926	4143	3567	10611	686.869	5374	0.627	-0.805	660736.000	2
494	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-01_Out_Channel Alignment.czi_nucleo_1(14)-1.tif:0024-0453	0.129	7298.758	6786	3555	18615	940.841	6356	1.220	0.846	905046.000	2
495	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0001-0061	0.695	3515.111	3724	1764	9074	2444.617	3150	0.994	0.542	2351609.000	2
496	d2-dox-h2ax-647-dnapk-564-fak-488-dapi-02_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0002-0070	0.321	3241.333	1775	1775	8613	1041.185	2947	1.382	2.066	1001572.000	2
