,Label,Area,Mean,Circ.,IntDen,Kurt,RawIntDen,AR,Round,tto,tto2,imgn,nucleon,roin
2107,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,4.527,94.856,0.000816,429.438,-1.719,413100,1.031,0.97,dox_sifak,Dox-siFAK,06,0,19
2108,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,2.7,142.179,0.000815,383.844,-1.946,369240,1.082,0.925,dox_sifak,Dox-siFAK,06,0,2
2109,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,3.202,88.588,0.000816,283.641,-1.589,272850,1.018,0.982,dox_sifak,Dox-siFAK,06,0,20
2110,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,3.992,108.641,0.000816,433.68,-1.911,417180,1.067,0.938,dox_sifak,Dox-siFAK,06,0,21
2111,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,6.077,104.905,0.000816,637.53,-1.87,613275,1.068,0.937,dox_sifak,Dox-siFAK,06,0,22
2112,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,5.572,95.72,0.00081,533.352,-1.735,513060,1.194,0.838,dox_sifak,Dox-siFAK,06,0,23
2113,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,2.582,105.429,0.000811,272.243,-1.876,261885,1.174,0.852,dox_sifak,Dox-siFAK,06,0,24
2114,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,5.616,88.273,0.000816,495.71,-1.582,476850,1.014,0.986,dox_sifak,Dox-siFAK,06,0,3
2115,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,3.674,93.154,0.000815,342.225,-1.687,329205,1.088,0.919,dox_sifak,Dox-siFAK,06,0,4
2116,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,2.663,126.007,0.000789,335.598,-1.999,322830,1.452,0.689,dox_sifak,Dox-siFAK,06,0,5
2117,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,3.742,95.625,0.000817,357.865,-1.733,344250,1.0,1.0,dox_sifak,Dox-siFAK,06,0,6
2118,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,3.376,95.154,0.000816,321.284,-1.725,309060,1.036,0.966,dox_sifak,Dox-siFAK,06,0,7
2119,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,9.674,106.373,0.000816,1029.062,-1.887,989910,1.053,0.949,dox_sifak,Dox-siFAK,06,0,8
2120,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_9-1.tiff,2.916,94.273,0.000815,274.894,-1.709,264435,1.078,0.927,dox_sifak,Dox-siFAK,06,0,9
2121,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,2.863,39.074,0.000816,111.866,1.707,107610,1.059,0.944,dox_sifak,Dox-siFAK,06,1,0
2122,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.755,53.021,0.000816,146.062,0.072,140505,1.06,0.943,dox_sifak,Dox-siFAK,06,1,1
2123,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,2.516,50.473,0.000806,126.976,0.299,122145,1.25,0.8,dox_sifak,Dox-siFAK,06,1,2
2124,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.431,72.25,0.000815,247.855,-1.075,238425,1.091,0.917,dox_sifak,Dox-siFAK,15,0,0
2125,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,6.299,54.459,0.000813,343.021,-0.046,329970,1.137,0.88,dox_sifak,Dox-siFAK,15,0,1
2126,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,2.598,73.776,0.000816,191.657,-1.136,184365,1.041,0.961,dox_sifak,Dox-siFAK,15,0,10
2127,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.495,69.806,0.000816,174.161,-0.97,167535,1.042,0.96,dox_sifak,Dox-siFAK,15,0,11
2128,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,2.343,82.36,0.000816,192.982,-1.427,185640,1.065,0.939,dox_sifak,Dox-siFAK,15,0,12
2129,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,3.171,109.859,0.000808,348.322,-1.922,335070,1.22,0.82,dox_sifak,Dox-siFAK,15,0,13
2130,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,3.416,77.214,0.000812,263.76,-1.263,253725,1.17,0.855,dox_sifak,Dox-siFAK,15,0,14
2131,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,2.695,75.654,0.000814,203.851,-1.208,196095,1.125,0.889,dox_sifak,Dox-siFAK,15,0,15
2132,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,3.551,103.538,0.000815,367.673,-1.854,353685,1.089,0.918,dox_sifak,Dox-siFAK,15,0,16
2133,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,3.995,94.29,0.000816,376.686,-1.709,362355,1.033,0.968,dox_sifak,Dox-siFAK,15,0,17
2134,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,2.894,85.824,0.000809,248.385,-1.522,238935,1.208,0.828,dox_sifak,Dox-siFAK,15,0,18
2135,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,2.598,74.592,0.000816,193.777,-1.168,186405,1.041,0.961,dox_sifak,Dox-siFAK,15,0,19
2136,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,2.369,61.204,0.000808,145.002,-0.518,139485,1.233,0.811,dox_sifak,Dox-siFAK,15,0,2
2137,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,3.674,101.091,0.000815,371.385,-1.821,357255,1.088,0.919,dox_sifak,Dox-siFAK,15,0,20
2138,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,2.545,70.417,0.000816,179.198,-0.997,172380,1.062,0.941,dox_sifak,Dox-siFAK,15,0,21
2139,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,2.545,63.958,0.000816,162.762,-0.678,156570,1.062,0.941,dox_sifak,Dox-siFAK,15,0,22
2140,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,2.439,60.543,0.000814,147.653,-0.477,142035,1.109,0.902,dox_sifak,Dox-siFAK,15,0,23
2141,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,3.497,84.293,0.000817,294.775,-1.481,283560,1.0,1.0,dox_sifak,Dox-siFAK,15,0,24
2142,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_25-1.tiff,2.386,86.444,0.000813,206.236,-1.537,198390,1.133,0.882,dox_sifak,Dox-siFAK,15,0,25
2143,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_26-1.tiff,2.678,56.821,0.000809,152.159,-0.225,146370,1.217,0.821,dox_sifak,Dox-siFAK,15,0,26
2144,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_27-1.tiff,2.445,87.168,0.000816,213.129,-1.555,205020,1.021,0.98,dox_sifak,Dox-siFAK,15,0,27
2145,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_28-1.tiff,3.352,134.698,0.00081,451.44,-1.987,434265,1.192,0.839,dox_sifak,Dox-siFAK,15,0,28
2146,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_29-1.tiff,2.345,73.245,0.000816,171.775,-1.116,165240,1.021,0.979,dox_sifak,Dox-siFAK,15,0,29
2147,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,2.598,57.041,0.000816,148.183,-0.241,142545,1.041,0.961,dox_sifak,Dox-siFAK,15,0,3
2148,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_30-1.tiff,3.618,80.823,0.000816,292.389,-1.381,281265,1.034,0.967,dox_sifak,Dox-siFAK,15,0,30
2149,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_31-1.tiff,3.251,86.604,0.000814,281.521,-1.541,270810,1.113,0.898,dox_sifak,Dox-siFAK,15,0,31
2150,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_32-1.tiff,6.495,79.708,0.000807,517.712,-1.346,498015,1.239,0.807,dox_sifak,Dox-siFAK,15,0,32
2151,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_33-1.tiff,2.703,79.835,0.000816,215.78,-1.35,207570,1.04,0.962,dox_sifak,Dox-siFAK,15,0,33
2152,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_34-1.tiff,3.805,72.32,0.000816,275.159,-1.078,264690,1.017,0.984,dox_sifak,Dox-siFAK,15,0,34
2153,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_35-1.tiff,2.863,59.63,0.000816,170.715,-0.418,164220,1.059,0.944,dox_sifak,Dox-siFAK,15,0,35
2154,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_36-1.tiff,2.63,106.838,0.00081,280.991,-1.892,270300,1.196,0.836,dox_sifak,Dox-siFAK,15,0,36
2155,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_37-1.tiff,2.757,58.942,0.000816,162.497,-0.373,156315,1.02,0.981,dox_sifak,Dox-siFAK,15,0,37
2156,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_38-1.tiff,2.785,101.277,0.000809,282.051,-1.823,271320,1.213,0.825,dox_sifak,Dox-siFAK,15,0,38
2157,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_39-1.tiff,3.551,75.47,0.000815,268.001,-1.201,257805,1.089,0.918,dox_sifak,Dox-siFAK,15,0,39
2158,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,4.185,83.227,0.000815,348.322,-1.452,335070,1.082,0.924,dox_sifak,Dox-siFAK,15,0,4
2159,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_40-1.tiff,2.844,56.107,0.000811,159.581,-0.173,153510,1.188,0.842,dox_sifak,Dox-siFAK,15,0,40
2160,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_41-1.tiff,3.435,68.844,0.000816,236.456,-0.926,227460,1.054,0.949,dox_sifak,Dox-siFAK,15,0,41
2161,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,3.368,67.134,0.000814,226.118,-0.844,217515,1.111,0.9,dox_sifak,Dox-siFAK,15,0,5
2162,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,3.46,87.197,0.000808,301.667,-1.556,290190,1.231,0.813,dox_sifak,Dox-siFAK,15,0,6
2163,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,3.022,60.965,0.000814,184.234,-0.503,177225,1.118,0.895,dox_sifak,Dox-siFAK,15,0,7
2164,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,5.135,76.552,0.000812,393.122,-1.24,378165,1.169,0.855,dox_sifak,Dox-siFAK,15,0,8
2165,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_0-roi_9-1.tiff,3.127,69.769,0.000797,218.165,-0.968,209865,1.362,0.734,dox_sifak,Dox-siFAK,15,0,9
2166,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,2.439,73.261,0.000814,178.668,-1.116,171870,1.109,0.902,dox_sifak,Dox-siFAK,15,1,0
2167,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.863,77.87,0.000816,222.937,-1.286,214455,1.059,0.944,dox_sifak,Dox-siFAK,15,1,1
2168,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_10-1.tiff,2.704,62.353,0.000817,168.594,-0.587,162180,1.0,1.0,dox_sifak,Dox-siFAK,15,1,10
2169,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_11-1.tiff,3.586,77.091,0.000796,276.484,-1.259,265965,1.38,0.725,dox_sifak,Dox-siFAK,15,1,11
2170,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_12-1.tiff,2.516,110.114,0.000806,277.014,-1.924,266475,1.25,0.8,dox_sifak,Dox-siFAK,15,1,12
2171,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_13-1.tiff,4.401,75.283,0.000806,331.357,-1.194,318750,1.259,0.795,dox_sifak,Dox-siFAK,15,1,13
2172,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_14-1.tiff,2.755,79.002,0.000816,217.635,-1.323,209355,1.06,0.943,dox_sifak,Dox-siFAK,15,1,14
2173,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_15-1.tiff,2.541,95.99,0.000814,243.879,-1.74,234600,1.106,0.904,dox_sifak,Dox-siFAK,15,1,15
2174,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_16-1.tiff,3.318,109.685,0.000816,363.962,-1.92,350115,1.018,0.982,dox_sifak,Dox-siFAK,15,1,16
2175,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_17-1.tiff,2.638,73.345,0.000813,193.512,-1.12,186150,1.149,0.87,dox_sifak,Dox-siFAK,15,1,17
2176,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_18-1.tiff,2.649,43.134,0.000816,114.252,1.115,109905,1.061,0.942,dox_sifak,Dox-siFAK,15,1,18
2177,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_19-1.tiff,2.378,82.697,0.000811,196.693,-1.436,189210,1.182,0.846,dox_sifak,Dox-siFAK,15,1,19
2178,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,6.471,77.094,0.000814,498.891,-1.259,479910,1.107,0.904,dox_sifak,Dox-siFAK,15,1,2
2179,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_20-1.tiff,4.693,101.401,0.000809,475.828,-1.825,457725,1.213,0.824,dox_sifak,Dox-siFAK,15,1,20
2180,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_21-1.tiff,2.292,63.374,0.000815,145.267,-0.646,139740,1.089,0.918,dox_sifak,Dox-siFAK,15,1,21
2181,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_22-1.tiff,2.545,103.333,0.000816,262.965,-1.851,252960,1.062,0.941,dox_sifak,Dox-siFAK,15,1,22
2182,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_23-1.tiff,2.339,65.393,0.000814,152.954,-0.756,147135,1.111,0.9,dox_sifak,Dox-siFAK,15,1,23
2183,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_24-1.tiff,4.232,77.483,0.000812,327.911,-1.272,315435,1.169,0.855,dox_sifak,Dox-siFAK,15,1,24
2184,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_25-1.tiff,3.144,90.65,0.000802,284.967,-1.635,274125,1.312,0.762,dox_sifak,Dox-siFAK,15,1,25
2185,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_26-1.tiff,2.678,75.926,0.000809,203.321,-1.217,195585,1.217,0.821,dox_sifak,Dox-siFAK,15,1,26
2186,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_27-1.tiff,2.599,82.926,0.000817,215.514,-1.443,207315,1.0,1.0,dox_sifak,Dox-siFAK,15,1,27
2187,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,5.108,76.49,0.000807,390.736,-1.238,375870,1.238,0.808,dox_sifak,Dox-siFAK,15,1,3
2188,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_4-1.tiff,4.185,103.051,0.000815,431.294,-1.847,414885,1.082,0.924,dox_sifak,Dox-siFAK,15,1,4
2189,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_5-1.tiff,3.075,64.052,0.000813,196.958,-0.683,189465,1.137,0.879,dox_sifak,Dox-siFAK,15,1,5
2190,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_6-1.tiff,3.742,86.7,0.000817,324.465,-1.544,312120,1.0,1.0,dox_sifak,Dox-siFAK,15,1,6
2191,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_7-1.tiff,2.649,47.337,0.000816,125.385,0.615,120615,1.061,0.942,dox_sifak,Dox-siFAK,15,1,7
2192,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_8-1.tiff,4.341,66.131,0.000807,287.088,-0.794,276165,1.241,0.806,dox_sifak,Dox-siFAK,15,1,8
2193,SUM_(14)Dox-siFAK-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_9-1.tiff,4.519,43.82,0.000815,198.019,1.027,190485,1.095,0.913,dox_sifak,Dox-siFAK,15,1,9
2194,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,2.343,83.718,0.000816,196.163,-1.465,188700,1.065,0.939,dox_sifak,Dox-siFAK,03,0,0
2195,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,3.602,82.203,0.00076,296.1,-1.422,284835,1.711,0.584,dox_sifak,Dox-siFAK,03,0,1
2196,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,2.865,97.429,0.000816,279.135,-1.764,268515,1.019,0.981,dox_sifak,Dox-siFAK,03,0,10
2197,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.395,97.064,0.000817,232.48,-1.758,223635,1.0,1.0,dox_sifak,Dox-siFAK,03,0,11
2198,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,2.598,80.0,0.000816,207.827,-1.355,199920,1.041,0.961,dox_sifak,Dox-siFAK,03,0,12
2199,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,4.705,59.496,0.000811,279.93,-0.41,269280,1.177,0.849,dox_sifak,Dox-siFAK,03,0,13
2200,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,5.302,92.75,0.000815,491.733,-1.679,473025,1.103,0.907,dox_sifak,Dox-siFAK,03,0,14
2201,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,2.343,94.579,0.000816,221.611,-1.714,213180,1.065,0.939,dox_sifak,Dox-siFAK,03,0,15
2202,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,3.376,107.48,0.000816,362.902,-1.899,349095,1.036,0.966,dox_sifak,Dox-siFAK,03,0,16
2203,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,4.666,58.068,0.000816,270.917,-0.314,260610,1.03,0.971,dox_sifak,Dox-siFAK,03,0,17
2204,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,4.125,50.447,0.000816,208.092,0.301,200175,1.032,0.969,dox_sifak,Dox-siFAK,03,0,18
2205,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,9.0,93.217,0.000775,838.995,-1.688,807075,1.581,0.632,dox_sifak,Dox-siFAK,03,0,19
2206,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,3.085,107.739,0.000816,332.417,-1.902,319770,1.057,0.946,dox_sifak,Dox-siFAK,03,0,2
2207,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,6.587,69.586,0.000808,458.333,-0.96,440895,1.222,0.818,dox_sifak,Dox-siFAK,03,0,20
2208,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,4.383,84.919,0.000815,372.18,-1.498,358020,1.097,0.912,dox_sifak,Dox-siFAK,03,0,21
2209,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,6.212,73.692,0.000812,457.803,-1.133,440385,1.153,0.867,dox_sifak,Dox-siFAK,03,0,22
2210,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,6.071,86.805,0.000815,526.99,-1.546,506940,1.096,0.913,dox_sifak,Dox-siFAK,03,0,23
2211,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,2.645,70.065,0.000815,185.295,-0.982,178245,1.104,0.906,dox_sifak,Dox-siFAK,03,0,24
2212,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,3.678,98.526,0.000816,362.372,-1.782,348585,1.052,0.951,dox_sifak,Dox-siFAK,03,0,3
2213,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,3.817,82.361,0.000806,314.391,-1.427,302430,1.259,0.794,dox_sifak,Dox-siFAK,03,0,4
2214,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,8.272,74.478,0.000785,616.059,-1.164,592620,1.493,0.67,dox_sifak,Dox-siFAK,03,0,5
2215,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,3.581,78.091,0.000808,279.665,-1.293,269025,1.226,0.815,dox_sifak,Dox-siFAK,03,0,6
2216,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,4.781,108.01,0.000812,516.386,-1.904,496740,1.159,0.863,dox_sifak,Dox-siFAK,03,0,7
2217,SUM_(15)Dox-siFAK-h2ax-647-ku80-564-dapi-03_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,4.875,90.256,0.000816,440.042,-1.627,423300,1.045,0.957,dox_sifak,Dox-siFAK,03,0,8
